file_path,line,scope,name,value,dtype,kind,bucket,bucket_reason,citation_author,citation_year,context_line
brain/functions/f1/beliefs/bch/harmonic_stability.py,30,module,_ROUGHNESS_PERIOD,"[0, 12, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_ROUGHNESS_PERIOD = (0, 12, 1, 0)     # roughness mean 525ms, L0 (proxy)"
brain/functions/f1/beliefs/bch/harmonic_stability.py,33,module,_W_TREND,0.05,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_TREND,,,_W_TREND = 0.05
brain/functions/f1/beliefs/bch/harmonic_stability.py,34,module,_W_PERIOD,0.03,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_PERIOD,,,_W_PERIOD = 0.03
brain/functions/f1/beliefs/bch/harmonic_stability.py,35,module,_W_CTX,0.02,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_CTX,,,_W_CTX = 0.02
brain/functions/f1/beliefs/bch/harmonic_stability.py,45,module::class HarmonicStability,TAU,0.3,float,class-attr,HAND-TUNED,reward-handtuned-name-token:TAU,,,TAU = 0.3
brain/functions/f1/beliefs/bch/harmonic_stability.py,46,module::class HarmonicStability,BASELINE,0.5,float,class-attr,HAND-TUNED,module-assign-no-citation,,,BASELINE = 0.5
brain/functions/f1/beliefs/bch/harmonic_stability.py,56,module::class HarmonicStability,PRECISION_H3_TUPLES,"[[0, 8, 20, 0], [39, 8, 2, 0], [60, 8, 2, 0]]",tuple-numeric,ann-assign,HAND-TUNED,module-assign-no-citation,,,"PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = ("
brain/functions/f1/beliefs/bch/harmonic_stability.py,108,module::class HarmonicStability::def predict,(base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp.arg0,0.0,float,call-posarg0,HAND-TUNED,reward-handtuned-name-token:W_TREND,,,"return (base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp(0.0, 1.0)"
brain/functions/f1/beliefs/bch/harmonic_stability.py,108,module::class HarmonicStability::def predict,(base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp.arg1,1.0,float,call-posarg1,HAND-TUNED,reward-handtuned-name-token:W_TREND,,,"return (base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp(0.0, 1.0)"
brain/functions/f1/beliefs/bch/harmonic_stability.py,74,module::class HarmonicStability::def observe,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.20 * mechanism_output[:, :, _E2_HIERARCHY]"
brain/functions/f1/beliefs/bch/harmonic_stability.py,72,module::class HarmonicStability::def observe,<expr-L>,0.5,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"0.50 * mechanism_output[:, :, _P0_CONSONANCE]"
brain/functions/f1/beliefs/bch/harmonic_stability.py,73,module::class HarmonicStability::def observe,<expr-L>,0.3,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.30 * mechanism_output[:, :, _P1_TEMPLATE]"
brain/functions/f1/beliefs/bch/harmonic_stability.py,102,module::class HarmonicStability::def predict,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/bch/harmonic_stability.py,102,module::class HarmonicStability::def predict,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/bch/harmonic_stability.py,102,module::class HarmonicStability::def predict,<expr-R>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/bch/harmonic_template_match.py,19,module,_P1_TEMPLATE,9,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P1_TEMPLATE = 9
brain/functions/f1/beliefs/bch/interval_quality.py,20,module,_E2_HIERARCHY,2,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_E2_HIERARCHY = 2
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,24,module,_E0_SALIENCE_ACTIVATION,0,int,module-assign,NULL-FALLBACK,trivial-null-no-citation,,,_E0_SALIENCE_ACTIVATION = 0    # E0:salience_activation
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,25,module,_M0_SALIENCE_RESPONSE,3,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_M0_SALIENCE_RESPONSE = 3      # M0:salience_response
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,26,module,_P0_SALIENCE_NETWORK,6,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P0_SALIENCE_NETWORK = 6       # P0:salience_network
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,63,module::class ConsonanceSalienceGradient::def observe,<expr-L>,0.3,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.30 * mechanism_output[:, :, _M0_SALIENCE_RESPONSE]"
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,61,module::class ConsonanceSalienceGradient::def observe,<expr-L>,0.4,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"0.40 * mechanism_output[:, :, _P0_SALIENCE_NETWORK]"
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,62,module::class ConsonanceSalienceGradient::def observe,<expr-L>,0.3,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.30 * mechanism_output[:, :, _E0_SALIENCE_ACTIVATION]"
brain/functions/f1/beliefs/miaa/imagery_recognition.py,23,module,_F2_RECOGNITION_PRED,10,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_F2_RECOGNITION_PRED = 10     # F2:recognition_pred
brain/functions/f1/beliefs/miaa/timbral_character.py,28,module,_E0_IMAGERY_ACTIVATION,0,int,module-assign,NULL-FALLBACK,trivial-null-no-citation,,,_E0_IMAGERY_ACTIVATION = 0    # E0:imagery_activation
brain/functions/f1/beliefs/miaa/timbral_character.py,29,module,_M1_FAMILIARITY_EFFECT,4,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_M1_FAMILIARITY_EFFECT = 4    # M1:familiarity_effect
brain/functions/f1/beliefs/miaa/timbral_character.py,30,module,_P0_MELODY_RETRIEVAL,5,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P0_MELODY_RETRIEVAL = 5      # P0:melody_retrieval
brain/functions/f1/beliefs/miaa/timbral_character.py,33,module,_TONALNESS_MEAN,"[14, 5, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONALNESS_MEAN = (14, 5, 1, 0)       # tonalness mean at alpha-beta"
brain/functions/f1/beliefs/miaa/timbral_character.py,34,module,_SPECTRAL_AUTO_MEAN,"[17, 8, 1, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_SPECTRAL_AUTO_MEAN = (17, 8, 1, 0)   # spectral_auto mean at syllable"
brain/functions/f1/beliefs/miaa/timbral_character.py,37,module,_W_TREND,0.04,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_TREND,,,_W_TREND = 0.04
brain/functions/f1/beliefs/miaa/timbral_character.py,38,module,_W_PERIOD,0.03,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_PERIOD,,,_W_PERIOD = 0.03
brain/functions/f1/beliefs/miaa/timbral_character.py,39,module,_W_CTX,0.03,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_CTX,,,_W_CTX = 0.03
brain/functions/f1/beliefs/miaa/timbral_character.py,57,module::class TimbralCharacter,TAU,0.5,float,class-attr,HAND-TUNED,reward-handtuned-name-token:TAU,,,TAU = 0.5
brain/functions/f1/beliefs/miaa/timbral_character.py,58,module::class TimbralCharacter,BASELINE,0.5,float,class-attr,HAND-TUNED,module-assign-no-citation,,,BASELINE = 0.5
brain/functions/f1/beliefs/miaa/timbral_character.py,67,module::class TimbralCharacter,PRECISION_H3_TUPLES,"[[14, 8, 20, 0], [12, 8, 2, 0], [17, 8, 2, 0]]",tuple-numeric,ann-assign,HAND-TUNED,module-assign-no-citation,,,"PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = ("
brain/functions/f1/beliefs/miaa/timbral_character.py,85,module::class TimbralCharacter::def observe,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.20 * mechanism_output[:, :, _M1_FAMILIARITY_EFFECT]"
brain/functions/f1/beliefs/miaa/timbral_character.py,83,module::class TimbralCharacter::def observe,<expr-L>,0.5,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"0.50 * mechanism_output[:, :, _P0_MELODY_RETRIEVAL]"
brain/functions/f1/beliefs/miaa/timbral_character.py,84,module::class TimbralCharacter::def observe,<expr-L>,0.3,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.30 * mechanism_output[:, :, _E0_IMAGERY_ACTIVATION]"
brain/functions/f1/beliefs/miaa/timbral_character.py,112,module::class TimbralCharacter::def predict,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/miaa/timbral_character.py,112,module::class TimbralCharacter::def predict,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/miaa/timbral_character.py,112,module::class TimbralCharacter::def predict,<expr-R>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/mpg/contour_continuation.py,23,module,_F0_PHRASE_BOUNDARY,9,int,module-assign,STRUCTURAL,structural-name-token,,,_F0_PHRASE_BOUNDARY = 9       # F0:phrase_boundary_pred
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,25,module,_E1_SEQUENCE_ANTERIOR,1,int,module-assign,NULL-FALLBACK,trivial-null-no-citation,,,_E1_SEQUENCE_ANTERIOR = 1     # E1:sequence_anterior
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,26,module,_E2_CONTOUR_COMPLEXITY,2,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_E2_CONTOUR_COMPLEXITY = 2    # E2:contour_complexity
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,27,module,_P1_CONTOUR_STATE,8,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P1_CONTOUR_STATE = 8         # P1:contour_state
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,63,module::class MelodicContourTracking::def observe,<expr-L>,0.25,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.25 * mechanism_output[:, :, _E1_SEQUENCE_ANTERIOR]"
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,61,module::class MelodicContourTracking::def observe,<expr-L>,0.45,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"0.45 * mechanism_output[:, :, _P1_CONTOUR_STATE]"
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,62,module::class MelodicContourTracking::def observe,<expr-L>,0.3,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.30 * mechanism_output[:, :, _E2_CONTOUR_COMPLEXITY]"
brain/functions/f1/beliefs/pccr/octave_equivalence.py,25,module,_P1_OCTAVE_EQUIV,6,int,module-assign,LIT-FROZEN,literature-citation-in-context,lenc,,_P1_OCTAVE_EQUIV = 6          # P1:octave_equivalence_index
brain/functions/f1/beliefs/pccr/pitch_identity.py,30,module,_E1_CHROMA_CLARITY,1,int,module-assign,NULL-FALLBACK,trivial-null-no-citation,,,_E1_CHROMA_CLARITY = 1          # E1:chroma_clarity
brain/functions/f1/beliefs/pccr/pitch_identity.py,31,module,_P0_CHROMA_IDENTITY,5,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P0_CHROMA_IDENTITY = 5        # P0:chroma_identity_signal
brain/functions/f1/beliefs/pccr/pitch_identity.py,32,module,_P2_CHROMA_SALIENCE,7,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P2_CHROMA_SALIENCE = 7        # P2:chroma_salience
brain/functions/f1/beliefs/pccr/pitch_identity.py,35,module,_PCE_TREND,"[38, 6, 18, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PCE_TREND = (38, 6, 18, 0)         # PCE M18 trend at 200ms, L0"
brain/functions/f1/beliefs/pccr/pitch_identity.py,36,module,_TONAL_PERIOD,"[14, 12, 14, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_TONAL_PERIOD = (14, 12, 14, 0)     # tonalness M14 periodicity at 500ms, L0"
brain/functions/f1/beliefs/pccr/pitch_identity.py,39,module,_W_TREND,0.05,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_TREND,,,_W_TREND = 0.05
brain/functions/f1/beliefs/pccr/pitch_identity.py,40,module,_W_PERIOD,0.03,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_PERIOD,,,_W_PERIOD = 0.03
brain/functions/f1/beliefs/pccr/pitch_identity.py,41,module,_W_CTX,0.02,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_CTX,chi,,_W_CTX = 0.02
brain/functions/f1/beliefs/pccr/pitch_identity.py,54,module::class PitchIdentity,TAU,0.4,float,class-attr,HAND-TUNED,reward-handtuned-name-token:TAU,,,TAU = 0.4
brain/functions/f1/beliefs/pccr/pitch_identity.py,55,module::class PitchIdentity,BASELINE,0.5,float,class-attr,HAND-TUNED,module-assign-no-citation,,,BASELINE = 0.5
brain/functions/f1/beliefs/pccr/pitch_identity.py,64,module::class PitchIdentity,PRECISION_H3_TUPLES,"[[39, 8, 2, 0], [37, 8, 2, 0], [14, 8, 20, 0]]",tuple-numeric,ann-assign,HAND-TUNED,module-assign-no-citation,,,"PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = ("
brain/functions/f1/beliefs/pccr/pitch_identity.py,82,module::class PitchIdentity::def observe,<expr-L>,0.2,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.20 * mechanism_output[:, :, _E1_CHROMA_CLARITY]"
brain/functions/f1/beliefs/pccr/pitch_identity.py,80,module::class PitchIdentity::def observe,<expr-L>,0.55,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"0.55 * mechanism_output[:, :, _P0_CHROMA_IDENTITY]"
brain/functions/f1/beliefs/pccr/pitch_identity.py,81,module::class PitchIdentity::def observe,<expr-L>,0.25,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.25 * mechanism_output[:, :, _P2_CHROMA_SALIENCE]"
brain/functions/f1/beliefs/pccr/pitch_identity.py,109,module::class PitchIdentity::def predict,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/pccr/pitch_identity.py,109,module::class PitchIdentity::def predict,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/pccr/pitch_identity.py,109,module::class PitchIdentity::def predict,<expr-R>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/pccr/pitch_identity.py,118,module::class PitchIdentity::def predict,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,,,return base + _W_TREND * (1.0 - trend) + _W_PERIOD * period + _W_CTX * ctx
brain/functions/f1/beliefs/pnh/conflict_assessment.py,14,module::class ConflictAssessment::def observe,<expr-L>,0.5,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return 0.50 * mechanism_output[:, :, 1] + 0.50 * mechanism_output[:, :, 6]"
brain/functions/f1/beliefs/pnh/consonance_preference.py,15,module::class ConsonancePreference,TAU,0.35,float,class-attr,HAND-TUNED,reward-handtuned-name-token:TAU,,,TAU = 0.35
brain/functions/f1/beliefs/pnh/consonance_preference.py,16,module::class ConsonancePreference,BASELINE,0.5,float,class-attr,HAND-TUNED,module-assign-no-citation,,,BASELINE = 0.5
brain/functions/f1/beliefs/pnh/consonance_preference.py,18,module::class ConsonancePreference,PRECISION_H3_TUPLES,"[[0, 8, 2, 0], [4, 8, 2, 0], [3, 8, 2, 0]]",tuple-numeric,ann-assign,HAND-TUNED,module-assign-no-citation,,,"PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = ((0, 8, 2, 0), (4, 8, 2, 0), (3, 8, 2, 0),)"
brain/functions/f1/beliefs/pnh/consonance_preference.py,23,module::class ConsonancePreference::def predict,h3_features.get.arg0,"[0, 8, 18, 0]",tuple-numeric,call-posarg0,HAND-TUNED,call-arg-no-citation,,,"return (1.0 - 0.1) * prev + 0.1 * self.BASELINE + 0.05 * h3_features.get((0, 8, 18, 0), zero) + 0.02 * context.get(""harmonic_stability"", zero)"
brain/functions/f1/beliefs/pnh/consonance_preference.py,20,module::class ConsonancePreference::def observe,<expr-L>,0.6,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return 0.60 * mechanism_output[:, :, 7] + 0.40 * mechanism_output[:, :, 2]"
brain/functions/f1/beliefs/pnh/consonance_preference.py,20,module::class ConsonancePreference::def observe,<expr-L>,0.4,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return 0.60 * mechanism_output[:, :, 7] + 0.40 * mechanism_output[:, :, 2]"
brain/functions/f1/beliefs/pnh/consonance_preference.py,23,module::class ConsonancePreference::def predict,<expr-L>,0.02,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return (1.0 - 0.1) * prev + 0.1 * self.BASELINE + 0.05 * h3_features.get((0, 8, 18, 0), zero) + 0.02 * context.get(""harmonic_stability"", zero)"
brain/functions/f1/beliefs/pnh/consonance_preference.py,23,module::class ConsonancePreference::def predict,<expr-L>,0.05,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return (1.0 - 0.1) * prev + 0.1 * self.BASELINE + 0.05 * h3_features.get((0, 8, 18, 0), zero) + 0.02 * context.get(""harmonic_stability"", zero)"
brain/functions/f1/beliefs/pnh/consonance_preference.py,23,module::class ConsonancePreference::def predict,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return (1.0 - 0.1) * prev + 0.1 * self.BASELINE + 0.05 * h3_features.get((0, 8, 18, 0), zero) + 0.02 * context.get(""harmonic_stability"", zero)"
brain/functions/f1/beliefs/pnh/consonance_preference.py,23,module::class ConsonancePreference::def predict,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,,,"return (1.0 - 0.1) * prev + 0.1 * self.BASELINE + 0.05 * h3_features.get((0, 8, 18, 0), zero) + 0.02 * context.get(""harmonic_stability"", zero)"
brain/functions/f1/beliefs/pnh/consonance_preference.py,23,module::class ConsonancePreference::def predict,<expr-R>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"return (1.0 - 0.1) * prev + 0.1 * self.BASELINE + 0.05 * h3_features.get((0, 8, 18, 0), zero) + 0.02 * context.get(""harmonic_stability"", zero)"
brain/functions/f1/beliefs/pnh/ratio_complexity.py,14,module::class RatioComplexity::def observe,<expr-L>,0.5,float,expr-literal,LIT-FROZEN,literature-citation-in-context,ding,,"return 0.50 * mechanism_output[:, :, 0] + 0.50 * mechanism_output[:, :, 3]"
brain/functions/f1/beliefs/pscl/pitch_continuation.py,19,module,_F0_PITCH_CONTINUATION,12,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_F0_PITCH_CONTINUATION = 12
brain/functions/f1/beliefs/pscl/pitch_prominence.py,25,module,_P0_PROMINENCE,8,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P0_PROMINENCE = 8         # P0:pitch_prominence_sig
brain/functions/f1/beliefs/pscl/pitch_prominence.py,26,module,_P1_HG_CORTICAL,9,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P1_HG_CORTICAL = 9       # P1:hg_cortical_response
brain/functions/f1/beliefs/pscl/pitch_prominence.py,27,module,_P3_SALIENCE_HIER,11,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P3_SALIENCE_HIER = 11    # P3:salience_hierarchy
brain/functions/f1/beliefs/pscl/pitch_prominence.py,30,module,_PITCHSAL_TREND,"[39, 6, 18, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_PITCHSAL_TREND = (39, 6, 18, 0)      # pitch_salience M18 trend 200ms, L0"
brain/functions/f1/beliefs/pscl/pitch_prominence.py,31,module,_CONC_PERIOD,"[24, 6, 14, 0]",tuple-numeric,module-assign,HAND-TUNED,module-assign-no-citation,,,"_CONC_PERIOD = (24, 6, 14, 0)         # concentration M14 periodicity 200ms, L0"
brain/functions/f1/beliefs/pscl/pitch_prominence.py,34,module,_W_TREND,0.05,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_TREND,,,_W_TREND = 0.05
brain/functions/f1/beliefs/pscl/pitch_prominence.py,35,module,_W_PERIOD,0.03,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_PERIOD,,,_W_PERIOD = 0.03
brain/functions/f1/beliefs/pscl/pitch_prominence.py,36,module,_W_CTX,0.02,float,module-assign,HAND-TUNED,reward-handtuned-name-token:W_CTX,,,_W_CTX = 0.02
brain/functions/f1/beliefs/pscl/pitch_prominence.py,46,module::class PitchProminence,TAU,0.35,float,class-attr,HAND-TUNED,reward-handtuned-name-token:TAU,,,TAU = 0.35
brain/functions/f1/beliefs/pscl/pitch_prominence.py,47,module::class PitchProminence,BASELINE,0.5,float,class-attr,HAND-TUNED,module-assign-no-citation,,,BASELINE = 0.5
brain/functions/f1/beliefs/pscl/pitch_prominence.py,56,module::class PitchProminence,PRECISION_H3_TUPLES,"[[39, 8, 2, 0], [14, 8, 20, 0], [5, 8, 2, 0]]",tuple-numeric,ann-assign,HAND-TUNED,module-assign-no-citation,,,"PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = ("
brain/functions/f1/beliefs/pscl/pitch_prominence.py,74,module::class PitchProminence::def observe,<expr-L>,0.15,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.15 * mechanism_output[:, :, _P3_SALIENCE_HIER]"
brain/functions/f1/beliefs/pscl/pitch_prominence.py,72,module::class PitchProminence::def observe,<expr-L>,0.6,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"0.60 * mechanism_output[:, :, _P0_PROMINENCE]"
brain/functions/f1/beliefs/pscl/pitch_prominence.py,73,module::class PitchProminence::def observe,<expr-L>,0.25,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,"+ 0.25 * mechanism_output[:, :, _P1_HG_CORTICAL]"
brain/functions/f1/beliefs/pscl/pitch_prominence.py,98,module::class PitchProminence::def predict,<expr-L>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/pscl/pitch_prominence.py,98,module::class PitchProminence::def predict,<expr-L>,1.0,float,expr-literal,NULL-FALLBACK,trivial-null-expr-literal,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/pscl/pitch_prominence.py,98,module::class PitchProminence::def predict,<expr-R>,0.1,float,expr-literal,HAND-TUNED,expr-literal-in-compute-no-citation,,,base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE
brain/functions/f1/beliefs/sded/spectral_complexity.py,24,module,_M0_DETECTION_FUNCTION,3,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_M0_DETECTION_FUNCTION = 3     # M0:detection_function
brain/functions/f1/beliefs/sded/spectral_complexity.py,25,module,_P0_ROUGHNESS_DETECTION,4,int,module-assign,HAND-TUNED,module-assign-no-citation,,,_P0_ROUGHNESS_DETECTION = 4    # P0:roughness_detection
