file_path,line,scope,name,value,dtype,kind,context_before,context_line,context_after,has_citation_in_context,citation_author,citation_year,has_todo_fixme,bucket_v3,reason_v3
brain/executor.py,134,module::def execute,torch.clamp.min,0.0,float,call-kw,"ram[:, :, r_idx] += out[:, :, d_idx] * weight |  | # ReLU — no negative region activation","ram = torch.clamp(ram, min=0.0)"," | return outputs, ram, neuro | ",0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/beliefs/bch/consonance_trajectory.py,20,module,_F0_CONSONANCE_FORECAST,12,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AnticipationBelief |  | # ── BCH output index ────────────────────────────────────────────────,_F0_CONSONANCE_FORECAST = 12, |  | class ConsonanceTrajectory(AnticipationBelief):,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,24,module,_E2_HIERARCHY,2,int,module-assign,from Musical_Intelligence.contracts.bases.belief import CoreBelief |  | # ── BCH output indices ──────────────────────────────────────────────,_E2_HIERARCHY = 2          # E2:hierarchy,_P0_CONSONANCE = 8         # P0:consonance_signal | _P1_TEMPLATE = 9           # P1:template_match | ,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,25,module,_P0_CONSONANCE,8,int,module-assign, | # ── BCH output indices ────────────────────────────────────────────── | _E2_HIERARCHY = 2          # E2:hierarchy,_P0_CONSONANCE = 8         # P0:consonance_signal,_P1_TEMPLATE = 9           # P1:template_match |  | # ── H³ tuples for predict ──────────────────────────────────────────,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,26,module,_P1_TEMPLATE,9,int,module-assign,# ── BCH output indices ────────────────────────────────────────────── | _E2_HIERARCHY = 2          # E2:hierarchy | _P0_CONSONANCE = 8         # P0:consonance_signal,_P1_TEMPLATE = 9           # P1:template_match," | # ── H³ tuples for predict ────────────────────────────────────────── | _ROUGHNESS_TREND = (0, 6, 18, 0)      # roughness M18 trend at 200ms, L0",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,29,module,_ROUGHNESS_TREND,"[0, 6, 18, 0]",tuple-numeric,module-assign,_P1_TEMPLATE = 9           # P1:template_match |  | # ── H³ tuples for predict ──────────────────────────────────────────,"_ROUGHNESS_TREND = (0, 6, 18, 0)      # roughness M18 trend at 200ms, L0","_ROUGHNESS_PERIOD = (0, 12, 1, 0)     # roughness mean 525ms, L0 (proxy) |  | # ── Predict weights ─────────────────────────────────────────────────",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,30,module,_ROUGHNESS_PERIOD,"[0, 12, 1, 0]",tuple-numeric,module-assign," | # ── H³ tuples for predict ────────────────────────────────────────── | _ROUGHNESS_TREND = (0, 6, 18, 0)      # roughness M18 trend at 200ms, L0","_ROUGHNESS_PERIOD = (0, 12, 1, 0)     # roughness mean 525ms, L0 (proxy)", | # ── Predict weights ───────────────────────────────────────────────── | _W_TREND = 0.05,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,33,module,_W_TREND,0.05,float,module-assign,"_ROUGHNESS_PERIOD = (0, 12, 1, 0)     # roughness mean 525ms, L0 (proxy) |  | # ── Predict weights ─────────────────────────────────────────────────",_W_TREND = 0.05,_W_PERIOD = 0.03 | _W_CTX = 0.02 | ,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_TREND
brain/functions/f1/beliefs/bch/harmonic_stability.py,34,module,_W_PERIOD,0.03,float,module-assign, | # ── Predict weights ───────────────────────────────────────────────── | _W_TREND = 0.05,_W_PERIOD = 0.03,_W_CTX = 0.02 |  | ,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_PERIOD
brain/functions/f1/beliefs/bch/harmonic_stability.py,35,module,_W_CTX,0.02,float,module-assign,# ── Predict weights ───────────────────────────────────────────────── | _W_TREND = 0.05 | _W_PERIOD = 0.03,_W_CTX = 0.02, |  | class HarmonicStability(CoreBelief):,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_CTX
brain/functions/f1/beliefs/bch/harmonic_stability.py,45,module::class HarmonicStability,TAU,0.3,float,class-attr,"FULL_NAME = ""Harmonic Stability"" | FUNCTION = ""F1"" | MECHANISM = ""BCH""",TAU = 0.3,"BASELINE = 0.5 |  | SOURCE_DIMS: Tuple[Tuple[str, float], ...] = (",0,,,0,HAND-TUNED-DISCLOSED,reward-formula:TAU
brain/functions/f1/beliefs/bch/harmonic_stability.py,46,module::class HarmonicStability,BASELINE,0.5,float,class-attr,"FUNCTION = ""F1"" | MECHANISM = ""BCH"" | TAU = 0.3",BASELINE = 0.5," | SOURCE_DIMS: Tuple[Tuple[str, float], ...] = ( | (""P0:consonance_signal"", 0.50),",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,56,module::class HarmonicStability,PRECISION_H3_TUPLES,"[[0, 8, 20, 0], [39, 8, 2, 0], [60, 8, 2, 0]]",tuple-numeric,ann-assign," | # H³ M19 (stability) of primary R³ features for observation precision | # roughness(0), pitch_salience(39), tonal_stability(60) at H12 (~525ms), L0","PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = (","(0, 8, 20, 0),    # roughness stability at 500ms | (39, 8, 2, 0),   # pitch_salience stability at 500ms | (60, 8, 2, 0),   # tonal_stability stability at 500ms",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,108,module::class HarmonicStability::def predict,(base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp.arg0,0.0,float,call-posarg0,"period = h3_features.get(_ROUGHNESS_PERIOD, zero) | ctx = context.get(""consonance_trajectory"", zero) | ","return (base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp(0.0, 1.0)",,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_TREND
brain/functions/f1/beliefs/bch/harmonic_stability.py,108,module::class HarmonicStability::def predict,(base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp.arg1,1.0,float,call-posarg1,"period = h3_features.get(_ROUGHNESS_PERIOD, zero) | ctx = context.get(""consonance_trajectory"", zero) | ","return (base + _W_TREND * trend + _W_PERIOD * period + _W_CTX * ctx).clamp(0.0, 1.0)",,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_TREND
brain/functions/f1/beliefs/bch/harmonic_stability.py,74,module::class HarmonicStability::def observe,<expr-L>,0.2,float,expr-literal,"return ( | 0.50 * mechanism_output[:, :, _P0_CONSONANCE] | + 0.30 * mechanism_output[:, :, _P1_TEMPLATE]","+ 0.20 * mechanism_output[:, :, _E2_HIERARCHY]",) |  | def predict(,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,72,module::class HarmonicStability::def observe,<expr-L>,0.5,float,expr-literal,"``(B, T)`` observed stability value. | """""" | return (","0.50 * mechanism_output[:, :, _P0_CONSONANCE]","+ 0.30 * mechanism_output[:, :, _P1_TEMPLATE] | + 0.20 * mechanism_output[:, :, _E2_HIERARCHY] | )",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,73,module::class HarmonicStability::def observe,<expr-L>,0.3,float,expr-literal,""""""" | return ( | 0.50 * mechanism_output[:, :, _P0_CONSONANCE]","+ 0.30 * mechanism_output[:, :, _P1_TEMPLATE]","+ 0.20 * mechanism_output[:, :, _E2_HIERARCHY] | ) | ",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,102,module::class HarmonicStability::def predict,<expr-L>,0.1,float,expr-literal,"# τ controls inertia: high τ = strong memory, low τ = fast adaptation. | # Baseline pull is weak (0.1) — just prevents drift to extremes. | # H³ modulations shift prediction based on temporal context.",base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE," | trend = h3_features.get(_ROUGHNESS_TREND, zero) | period = h3_features.get(_ROUGHNESS_PERIOD, zero)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_stability.py,102,module::class HarmonicStability::def predict,<expr-L>,1.0,float,expr-literal,"# τ controls inertia: high τ = strong memory, low τ = fast adaptation. | # Baseline pull is weak (0.1) — just prevents drift to extremes. | # H³ modulations shift prediction based on temporal context.",base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE," | trend = h3_features.get(_ROUGHNESS_TREND, zero) | period = h3_features.get(_ROUGHNESS_PERIOD, zero)",0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/beliefs/bch/harmonic_stability.py,102,module::class HarmonicStability::def predict,<expr-R>,0.1,float,expr-literal,"# τ controls inertia: high τ = strong memory, low τ = fast adaptation. | # Baseline pull is weak (0.1) — just prevents drift to extremes. | # H³ modulations shift prediction based on temporal context.",base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE," | trend = h3_features.get(_ROUGHNESS_TREND, zero) | period = h3_features.get(_ROUGHNESS_PERIOD, zero)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/harmonic_template_match.py,19,module,_P1_TEMPLATE,9,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AppraisalBelief |  | # ── BCH output index ────────────────────────────────────────────────,_P1_TEMPLATE = 9, |  | class HarmonicTemplateMatch(AppraisalBelief):,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/bch/interval_quality.py,20,module,_E2_HIERARCHY,2,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AppraisalBelief |  | # ── BCH output index ────────────────────────────────────────────────,_E2_HIERARCHY = 2, |  | class IntervalQuality(AppraisalBelief):,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,24,module,_E0_SALIENCE_ACTIVATION,0,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AppraisalBelief |  | # -- CSG output indices (12D) -------------------------------------------------,_E0_SALIENCE_ACTIVATION = 0    # E0:salience_activation,_M0_SALIENCE_RESPONSE = 3      # M0:salience_response | _P0_SALIENCE_NETWORK = 6       # P0:salience_network | ,0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,25,module,_M0_SALIENCE_RESPONSE,3,int,module-assign, | # -- CSG output indices (12D) ------------------------------------------------- | _E0_SALIENCE_ACTIVATION = 0    # E0:salience_activation,_M0_SALIENCE_RESPONSE = 3      # M0:salience_response,_P0_SALIENCE_NETWORK = 6       # P0:salience_network |  | ,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,26,module,_P0_SALIENCE_NETWORK,6,int,module-assign,# -- CSG output indices (12D) ------------------------------------------------- | _E0_SALIENCE_ACTIVATION = 0    # E0:salience_activation | _M0_SALIENCE_RESPONSE = 3      # M0:salience_response,_P0_SALIENCE_NETWORK = 6       # P0:salience_network, |  | class ConsonanceSalienceGradient(AppraisalBelief):,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,63,module::class ConsonanceSalienceGradient::def observe,<expr-L>,0.3,float,expr-literal,"return ( | 0.40 * mechanism_output[:, :, _P0_SALIENCE_NETWORK] | + 0.30 * mechanism_output[:, :, _E0_SALIENCE_ACTIVATION]","+ 0.30 * mechanism_output[:, :, _M0_SALIENCE_RESPONSE]",),0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,61,module::class ConsonanceSalienceGradient::def observe,<expr-L>,0.4,float,expr-literal,"``(B, T)`` observed consonance-salience gradient value. | """""" | return (","0.40 * mechanism_output[:, :, _P0_SALIENCE_NETWORK]","+ 0.30 * mechanism_output[:, :, _E0_SALIENCE_ACTIVATION] | + 0.30 * mechanism_output[:, :, _M0_SALIENCE_RESPONSE] | )",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/csg/consonance_salience_gradient.py,62,module::class ConsonanceSalienceGradient::def observe,<expr-L>,0.3,float,expr-literal,""""""" | return ( | 0.40 * mechanism_output[:, :, _P0_SALIENCE_NETWORK]","+ 0.30 * mechanism_output[:, :, _E0_SALIENCE_ACTIVATION]","+ 0.30 * mechanism_output[:, :, _M0_SALIENCE_RESPONSE] | )",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/imagery_recognition.py,23,module,_F2_RECOGNITION_PRED,10,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AnticipationBelief |  | # ── MIAA output index ────────────────────────────────────────────────,_F2_RECOGNITION_PRED = 10     # F2:recognition_pred, |  | class ImageryRecognition(AnticipationBelief):,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,28,module,_E0_IMAGERY_ACTIVATION,0,int,module-assign,from Musical_Intelligence.contracts.bases.belief import CoreBelief |  | # ── MIAA output indices (11D) ────────────────────────────────────────,_E0_IMAGERY_ACTIVATION = 0    # E0:imagery_activation,_M1_FAMILIARITY_EFFECT = 4    # M1:familiarity_effect | _P0_MELODY_RETRIEVAL = 5      # P0:melody_retrieval | ,0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/beliefs/miaa/timbral_character.py,29,module,_M1_FAMILIARITY_EFFECT,4,int,module-assign, | # ── MIAA output indices (11D) ──────────────────────────────────────── | _E0_IMAGERY_ACTIVATION = 0    # E0:imagery_activation,_M1_FAMILIARITY_EFFECT = 4    # M1:familiarity_effect,_P0_MELODY_RETRIEVAL = 5      # P0:melody_retrieval |  | # ── H³ tuples for predict ───────────────────────────────────────────,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,30,module,_P0_MELODY_RETRIEVAL,5,int,module-assign,# ── MIAA output indices (11D) ──────────────────────────────────────── | _E0_IMAGERY_ACTIVATION = 0    # E0:imagery_activation | _M1_FAMILIARITY_EFFECT = 4    # M1:familiarity_effect,_P0_MELODY_RETRIEVAL = 5      # P0:melody_retrieval," | # ── H³ tuples for predict ─────────────────────────────────────────── | _TONALNESS_MEAN = (14, 5, 1, 0)       # tonalness mean at alpha-beta",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,33,module,_TONALNESS_MEAN,"[14, 5, 1, 0]",tuple-numeric,module-assign,_P0_MELODY_RETRIEVAL = 5      # P0:melody_retrieval |  | # ── H³ tuples for predict ───────────────────────────────────────────,"_TONALNESS_MEAN = (14, 5, 1, 0)       # tonalness mean at alpha-beta","_SPECTRAL_AUTO_MEAN = (17, 8, 1, 0)   # spectral_auto mean at syllable |  | # ── Predict weights ──────────────────────────────────────────────────",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,34,module,_SPECTRAL_AUTO_MEAN,"[17, 8, 1, 0]",tuple-numeric,module-assign," | # ── H³ tuples for predict ─────────────────────────────────────────── | _TONALNESS_MEAN = (14, 5, 1, 0)       # tonalness mean at alpha-beta","_SPECTRAL_AUTO_MEAN = (17, 8, 1, 0)   # spectral_auto mean at syllable", | # ── Predict weights ────────────────────────────────────────────────── | _W_TREND = 0.04,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,37,module,_W_TREND,0.04,float,module-assign,"_SPECTRAL_AUTO_MEAN = (17, 8, 1, 0)   # spectral_auto mean at syllable |  | # ── Predict weights ──────────────────────────────────────────────────",_W_TREND = 0.04,_W_PERIOD = 0.03 | _W_CTX = 0.03 | ,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_TREND
brain/functions/f1/beliefs/miaa/timbral_character.py,38,module,_W_PERIOD,0.03,float,module-assign, | # ── Predict weights ────────────────────────────────────────────────── | _W_TREND = 0.04,_W_PERIOD = 0.03,_W_CTX = 0.03 |  | ,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_PERIOD
brain/functions/f1/beliefs/miaa/timbral_character.py,39,module,_W_CTX,0.03,float,module-assign,# ── Predict weights ────────────────────────────────────────────────── | _W_TREND = 0.04 | _W_PERIOD = 0.03,_W_CTX = 0.03, |  | class TimbralCharacter(CoreBelief):,0,,,0,HAND-TUNED-DISCLOSED,reward-formula:W_CTX
brain/functions/f1/beliefs/miaa/timbral_character.py,57,module::class TimbralCharacter,TAU,0.5,float,class-attr,"FULL_NAME = ""Timbral Character"" | FUNCTION = ""F1"" | MECHANISM = ""MIAA""",TAU = 0.5,"BASELINE = 0.5 |  | SOURCE_DIMS: Tuple[Tuple[str, float], ...] = (",0,,,0,HAND-TUNED-DISCLOSED,reward-formula:TAU
brain/functions/f1/beliefs/miaa/timbral_character.py,58,module::class TimbralCharacter,BASELINE,0.5,float,class-attr,"FUNCTION = ""F1"" | MECHANISM = ""MIAA"" | TAU = 0.5",BASELINE = 0.5," | SOURCE_DIMS: Tuple[Tuple[str, float], ...] = ( | (""P0:melody_retrieval"", 0.50),",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,67,module::class TimbralCharacter,PRECISION_H3_TUPLES,"[[14, 8, 20, 0], [12, 8, 2, 0], [17, 8, 2, 0]]",tuple-numeric,ann-assign,) |  | # H³ M19 (stability) of primary R³ features for observation precision,"PRECISION_H3_TUPLES: Tuple[Tuple[int, int, int, int], ...] = (","(14, 8, 20, 0),    # tonalness M20 entropy or M2 std | (12, 8, 2, 0),    # warmth M20 entropy or M2 std | (17, 8, 2, 0),    # spectral_auto M20 entropy or M2 std",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,85,module::class TimbralCharacter::def observe,<expr-L>,0.2,float,expr-literal,"return ( | 0.50 * mechanism_output[:, :, _P0_MELODY_RETRIEVAL] | + 0.30 * mechanism_output[:, :, _E0_IMAGERY_ACTIVATION]","+ 0.20 * mechanism_output[:, :, _M1_FAMILIARITY_EFFECT]",) |  | def predict(,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,83,module::class TimbralCharacter::def observe,<expr-L>,0.5,float,expr-literal,"``(B, T)`` observed timbral character value. | """""" | return (","0.50 * mechanism_output[:, :, _P0_MELODY_RETRIEVAL]","+ 0.30 * mechanism_output[:, :, _E0_IMAGERY_ACTIVATION] | + 0.20 * mechanism_output[:, :, _M1_FAMILIARITY_EFFECT] | )",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,84,module::class TimbralCharacter::def observe,<expr-L>,0.3,float,expr-literal,""""""" | return ( | 0.50 * mechanism_output[:, :, _P0_MELODY_RETRIEVAL]","+ 0.30 * mechanism_output[:, :, _E0_IMAGERY_ACTIVATION]","+ 0.20 * mechanism_output[:, :, _M1_FAMILIARITY_EFFECT] | ) | ",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,112,module::class TimbralCharacter::def predict,<expr-L>,0.1,float,expr-literal,"device = prev.device | zero = torch.zeros(B, T, device=device) | ",base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE," | # H³ trend: tonalness mean — slow-changing tonal quality | trend = h3_features.get(_TONALNESS_MEAN, zero)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/miaa/timbral_character.py,112,module::class TimbralCharacter::def predict,<expr-L>,1.0,float,expr-literal,"device = prev.device | zero = torch.zeros(B, T, device=device) | ",base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE," | # H³ trend: tonalness mean — slow-changing tonal quality | trend = h3_features.get(_TONALNESS_MEAN, zero)",0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/beliefs/miaa/timbral_character.py,112,module::class TimbralCharacter::def predict,<expr-R>,0.1,float,expr-literal,"device = prev.device | zero = torch.zeros(B, T, device=device) | ",base = (1.0 - 0.1) * prev + 0.1 * self.BASELINE," | # H³ trend: tonalness mean — slow-changing tonal quality | trend = h3_features.get(_TONALNESS_MEAN, zero)",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/mpg/contour_continuation.py,23,module,_F0_PHRASE_BOUNDARY,9,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AnticipationBelief |  | # ── MPG output index ─────────────────────────────────────────────────,_F0_PHRASE_BOUNDARY = 9       # F0:phrase_boundary_pred, |  | class ContourContinuation(AnticipationBelief):,0,,,0,STRUCTURAL,structural-name-token
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,25,module,_E1_SEQUENCE_ANTERIOR,1,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AppraisalBelief |  | # ── MPG output indices (10D) ─────────────────────────────────────────,_E1_SEQUENCE_ANTERIOR = 1     # E1:sequence_anterior,_E2_CONTOUR_COMPLEXITY = 2    # E2:contour_complexity | _P1_CONTOUR_STATE = 8         # P1:contour_state | ,0,,,0,NULL-PLACEHOLDER,trivial-null
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,26,module,_E2_CONTOUR_COMPLEXITY,2,int,module-assign, | # ── MPG output indices (10D) ───────────────────────────────────────── | _E1_SEQUENCE_ANTERIOR = 1     # E1:sequence_anterior,_E2_CONTOUR_COMPLEXITY = 2    # E2:contour_complexity,_P1_CONTOUR_STATE = 8         # P1:contour_state |  | ,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,27,module,_P1_CONTOUR_STATE,8,int,module-assign,# ── MPG output indices (10D) ───────────────────────────────────────── | _E1_SEQUENCE_ANTERIOR = 1     # E1:sequence_anterior | _E2_CONTOUR_COMPLEXITY = 2    # E2:contour_complexity,_P1_CONTOUR_STATE = 8         # P1:contour_state, |  | class MelodicContourTracking(AppraisalBelief):,0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,63,module::class MelodicContourTracking::def observe,<expr-L>,0.25,float,expr-literal,"return ( | 0.45 * mechanism_output[:, :, _P1_CONTOUR_STATE] | + 0.30 * mechanism_output[:, :, _E2_CONTOUR_COMPLEXITY]","+ 0.25 * mechanism_output[:, :, _E1_SEQUENCE_ANTERIOR]",),0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,61,module::class MelodicContourTracking::def observe,<expr-L>,0.45,float,expr-literal,"``(B, T)`` melodic contour tracking strength. | """""" | return (","0.45 * mechanism_output[:, :, _P1_CONTOUR_STATE]","+ 0.30 * mechanism_output[:, :, _E2_CONTOUR_COMPLEXITY] | + 0.25 * mechanism_output[:, :, _E1_SEQUENCE_ANTERIOR] | )",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/mpg/melodic_contour_tracking.py,62,module::class MelodicContourTracking::def observe,<expr-L>,0.3,float,expr-literal,""""""" | return ( | 0.45 * mechanism_output[:, :, _P1_CONTOUR_STATE]","+ 0.30 * mechanism_output[:, :, _E2_CONTOUR_COMPLEXITY]","+ 0.25 * mechanism_output[:, :, _E1_SEQUENCE_ANTERIOR] | )",0,,,0,LIT-FROZEN,file-citation-inherited
brain/functions/f1/beliefs/pccr/octave_equivalence.py,25,module,_P1_OCTAVE_EQUIV,6,int,module-assign,from Musical_Intelligence.contracts.bases.belief import AppraisalBelief |  | # ── PCCR output index (11D) ─────────────────────────────────────────,_P1_OCTAVE_EQUIV = 6          # P1:octave_equivalence_index, |  | class OctaveEquivalence(AppraisalBelief):,1,lenc,,0,LIT-FROZEN,line-citation
brain/functions/f1/beliefs/pccr/pitch_identity.py,30,module,_E1_CHROMA_CLARITY,1,int,module-assign,from Musical_Intelligence.contracts.bases.belief import CoreBelief |  | # ── PCCR output indices (11D) ───────────────────────────────────────,_E1_CHROMA_CLARITY = 1          # E1:chroma_clarity,_P0_CHROMA_IDENTITY = 5        # P0:chroma_identity_signal | _P2_CHROMA_SALIENCE = 7        # P2:chroma_salience | ,0,,,0,NULL-PLACEHOLDER,trivial-null
